new_index,question_as_query,topic,question_type,Query_type
1201,is it safe for you to eat crab legs when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1202,is it safe for you to eat crab while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1203,is it safe for you to eat crawfish while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1204,is it safe for you to eat fish while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1205,is it safe for you to eat ham when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1206,is it safe for you to eat hotdogs when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1207,is it safe for you to eat ice cream when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1208,is it safe for you to eat imitation crab when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1209,is it safe for you to eat mozzarella when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1210,is it safe for you to eat pepperoni when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1211,is it safe for you to eat salmon while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1212,is it safe for you to eat shellfish while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1213,is it safe for you to eat smoked salmon when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1214,is it safe for you to eat tilapia while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1215,is it safe for you to exercise while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1216,is it safe for you to fly at 6 months pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1217,is it safe for you to get a massage when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1218,is it safe for you to get dental work while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1219,is it safe for you to get hep b vaccine while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1220,is it safe for you to go to the dentist while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1221,is it safe for you to have honey when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1222,is it safe for you to have lunch meat while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1223,is it safe for you to have sushi while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1224,is it safe for you to sleep on your back when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1225,is it safe for you to sleep on your stomach pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1226,is it safe for you to take aleve when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1227,is it safe for you to take antidepressants while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1228,is it safe for you to take anxiety meds while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1229,is it safe for you to take benadryl when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1230,is it safe for you to take cold medicine when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1231,is it safe for you to take dayquil when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1232,is it safe for you to take doxycycline while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1233,is it safe for you to take elderberry while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1234,is it safe for you to take emergen-c while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1235,is it safe for you to take gas x when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1236,is it safe for you to take laxatives while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1237,is it safe for you to take motrin while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1238,is it safe for you to take naproxen while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1239,is it safe for you to take paracetamol when pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1240,is it safe for you to take prozac while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1241,is it safe for you to take unisom while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1242,is it safe for you to take zantac while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1243,is it safe for you to tan while pregnant?,pregnancy,Binary Question,positive_reformulation_by_keyword_safe
1244,is it unsafe for babies to drink almond milk?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1245,is it unsafe for babies to eat cheese?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1246,is it unsafe for babies to eat eggs?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1247,is it unsafe for babies to eat honey?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1248,is it unsafe for babies to eat salmon?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1249,is it unsafe for babies to eat strawberries?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1250,is it unsafe for babies to eat tuna?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1251,is it unsafe for babies to eat yogurt?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1252,is it unsafe for babies to have cinnamon?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1253,is it unsafe for babies to wear sunscreen?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1254,is it unsafe for baby to sleep with pacifier?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1255,is it unsafe to give my baby water?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1256,is it unsafe to use vicks on babies?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1257,is it unsafe for babies to get shots at 9 months?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1258,is baby snoring unsafe?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1259,is baby sweating unsafe?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1260,is it unsafe for baby to move during contractions?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1261,is it unsafe for babies to wear shoes?,babycare,Binary Question,negative_reformulation_by_keyword_unsafe
1262,is it unsafe for you to drink alcohol while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1263,is it unsafe for you to drink red wine while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1264,is it unsafe for a pregnant woman to take alka seltzer?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1265,is it unsafe for a woman to get pregnant while breastfeeding?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1266,is it unsafe for a woman to lactate without pregnancy?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1267,is it unsafe for me to drink wine while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1268,is it unsafe for me to eat feta when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1269,is it unsafe for me to eat salami while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1270,is it unsafe for me to take a bath while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1271,is it unsafe for me to take advil while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1272,is it unsafe for me to take cough drops while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1273,is it unsafe for me to take vitamin c while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1274,is it unsafe for me to use a heating pad while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1275,is it unsafe for pregnant women to donate blood?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1276,is it unsafe for pregnant women to drink energy drinks?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1277,is it unsafe for pregnant women to eat beef jerky?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1278,is it unsafe for pregnant women to eat calamari?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1279,is it unsafe for pregnant women to eat california rolls?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1280,is it unsafe for pregnant women to eat canned tuna?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1281,is it unsafe for pregnant women to eat catfish?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1282,is it unsafe for pregnant women to eat ceviche?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1283,is it unsafe for pregnant women to eat cheese?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1284,is it unsafe for pregnant women to eat cold cuts?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1285,is it unsafe for pregnant women to eat deli meat?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1286,is it unsafe for pregnant women to eat grapes?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1287,is it unsafe for pregnant women to eat lobster?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1288,is it unsafe for pregnant women to eat mayonnaise?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1289,is it unsafe for pregnant women to eat mussels?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1290,is it unsafe for pregnant women to eat prawns?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1291,is it unsafe for pregnant women to eat seafood?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1292,is it unsafe for pregnant women to eat steak?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1293,is it unsafe for pregnant women to eat yogurt?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1294,is it unsafe for pregnant women to take antibiotics?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1295,is it unsafe to do keto while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1296,is it unsafe for you to drink black tea while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1297,is it unsafe for you to drink herbal tea when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1298,is it unsafe for you to drink soda while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1299,is it unsafe for you to eat bacon when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1300,is it unsafe for you to eat blue cheese while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1301,is it unsafe for you to eat brie when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1302,is it unsafe for you to eat clams when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1303,is it unsafe for you to eat cooked sushi while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1304,is it unsafe for you to eat crab legs when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1305,is it unsafe for you to eat crab while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1306,is it unsafe for you to eat crawfish while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1307,is it unsafe for you to eat fish while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1308,is it unsafe for you to eat ham when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1309,is it unsafe for you to eat hotdogs when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1310,is it unsafe for you to eat ice cream when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1311,is it unsafe for you to eat imitation crab when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1312,is it unsafe for you to eat mozzarella when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1313,is it unsafe for you to eat pepperoni when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1314,is it unsafe for you to eat salmon while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1315,is it unsafe for you to eat shellfish while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1316,is it unsafe for you to eat smoked salmon when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1317,is it unsafe for you to eat tilapia while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1318,is it unsafe for you to exercise while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1319,is it unsafe for you to fly at 6 months pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1320,is it unsafe for you to get a massage when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1321,is it unsafe for you to get dental work while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1322,is it unsafe for you to get hep b vaccine while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1323,is it unsafe for you to go to the dentist while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1324,is it unsafe for you to have honey when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1325,is it unsafe for you to have lunch meat while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1326,is it unsafe for you to have sushi while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1327,is it unsafe for you to sleep on your back when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1328,is it unsafe for you to sleep on your stomach pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1329,is it unsafe for you to take aleve when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1330,is it unsafe for you to take antidepressants while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1331,is it unsafe for you to take anxiety meds while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1332,is it unsafe for you to take benadryl when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1333,is it unsafe for you to take cold medicine when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1334,is it unsafe for you to take dayquil when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1335,is it unsafe for you to take doxycycline while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1336,is it unsafe for you to take elderberry while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1337,is it unsafe for you to take emergen-c while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1338,is it unsafe for you to take gas x when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1339,is it unsafe for you to take laxatives while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1340,is it unsafe for you to take motrin while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1341,is it unsafe for you to take naproxen while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1342,is it unsafe for you to take paracetamol when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1343,is it unsafe for you to take prozac while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1344,is it unsafe for you to take unisom while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1345,is it unsafe for you to take zantac while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1346,is it unsafe for you to tan while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe
1347,are walkers bad for babies?,babycare,Binary Question,Original
1348,is aquaphor safe for babies face?,babycare,Binary Question,Original
1349,is aquaphor safe for babies lips?,babycare,Binary Question,Original
1350,is orajel safe for babies?,babycare,Binary Question,Original
1351,is regular aquaphor safe for babies?,babycare,Binary Question,Original
1352,are cramps normal during early pregnancy?,pregnancy,Binary Question,Original
1353,are essential oils safe during pregnancy?,pregnancy,Binary Question,Original
1354,are headaches normal in pregnancy?,pregnancy,Binary Question,Original
1355,are probiotics safe during pregnancy?,pregnancy,Binary Question,Original
1356,are tums safe during pregnancy?,pregnancy,Binary Question,Original
1357,is albuterol safe in pregnancy?,pregnancy,Binary Question,Original
1358,is aspirin safe in pregnancy?,pregnancy,Binary Question,Original
1359,is augmentin safe during pregnancy?,pregnancy,Binary Question,Original
1360,is buscopan safe in pregnancy?,pregnancy,Binary Question,Original
1361,is cream cheese safe during pregnancy?,pregnancy,Binary Question,Original
1362,is decaf coffee safe during pregnancy?,pregnancy,Binary Question,Original
1363,is discharge normal during pregnancy?,pregnancy,Binary Question,Original
1364,is dramamine safe during pregnancy?,pregnancy,Binary Question,Original
1365,is gaviscon safe in pregnancy?,pregnancy,Binary Question,Original
1366,is ginger good for pregnant women?,pregnancy,Binary Question,Original
1367,is ginger tea safe during pregnancy?,pregnancy,Binary Question,Original
1368,is glycolic acid safe during pregnancy?,pregnancy,Binary Question,Original
1369,is green tea safe while pregnant?,pregnancy,Binary Question,Original
1370,is ibuprofen safe during pregnancy?,pregnancy,Binary Question,Original
1371,is it normal to have diarrhea when pregnant?,pregnancy,Binary Question,Original
1372,is it safe for pregnant women to fly?,pregnancy,Binary Question,Original
1373,is it safe to drink coffee while pregnant?,pregnancy,Binary Question,Original
1374,is it safe to dye hair while pregnant?,pregnancy,Binary Question,Original
1375,is it safe to lose weight while pregnant?,pregnancy,Binary Question,Original
1376,is it safe to paint while pregnant?,pregnancy,Binary Question,Original
1377,is it safe to take prenatal if not pregnant?,pregnancy,Binary Question,Original
1378,is it safe to travel while pregnant?,pregnancy,Binary Question,Original
1379,is lexapro safe during pregnancy?,pregnancy,Binary Question,Original
1380,is macrobid safe in pregnancy?,pregnancy,Binary Question,Original
1381,is magnesium safe in pregnancy?,pregnancy,Binary Question,Original
1382,is melatonin safe during pregnancy?,pregnancy,Binary Question,Original
1383,is mild cramping normal in early pregnancy?,pregnancy,Binary Question,Original
1384,is miralax safe during pregnancy?,pregnancy,Binary Question,Original
1385,is peppermint oil safe for pregnant women?,pregnancy,Binary Question,Original
1386,is peppermint tea safe during pregnancy?,pregnancy,Binary Question,Original
1387,is pineapple good for pregnant women?,pregnancy,Binary Question,Original
1388,is promethazine safe in pregnancy?,pregnancy,Binary Question,Original
1389,is ranitidine safe during pregnancy?,pregnancy,Binary Question,Original
1390,is robitussin dm safe in pregnancy?,pregnancy,Binary Question,Original
1391,is sertraline safe in pregnancy?,pregnancy,Binary Question,Original
1392,is shingles dangerous for pregnant women?,pregnancy,Binary Question,Original
1393,is shrimp safe during pregnancy?,pregnancy,Binary Question,Original
1394,is spotting normal during pregnancy?,pregnancy,Binary Question,Original
1395,is sudafed safe during pregnancy?,pregnancy,Binary Question,Original
1396,is tamiflu safe during pregnancy?,pregnancy,Binary Question,Original
1397,is tuna safe during pregnancy?,pregnancy,Binary Question,Original
1398,is tylenol safe during pregnancy?,pregnancy,Binary Question,Original
1399,is wellbutrin safe during pregnancy?,pregnancy,Binary Question,Original
1400,is zofran safe during pregnancy?,pregnancy,Binary Question,Original
1401,can babies use walkers?,babycare,Binary Question,neutral_reformulation
1402,can you use aquaphor on babies face?,babycare,Binary Question,neutral_reformulation
1403,can you apply aquaphor on babies lips?,babycare,Binary Question,neutral_reformulation
1404,can babies use orajel?,babycare,Binary Question,neutral_reformulation
1405,can you apply regular aquaphor on babies?,babycare,Binary Question,neutral_reformulation
1406,do cramps occur during early pregnancy?,pregnancy,Binary Question,neutral_reformulation
1407,can you use essential oils during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1408,do headaches occur in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1409,can you take probiotics during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1410,can you take tums during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1411,can you use albuterol in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1412,can you take aspirin in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1413,can you take augmentin during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1414,can you take buscopan in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1415,can you eat cream cheese during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1416,can you drink decaf coffee during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1417,does discharge occur during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1418,can you take dramamine during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1419,can you take gaviscon in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1420,does ginger affect pregnant women?,pregnancy,Binary Question,neutral_reformulation
1421,can you drink ginger tea during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1422,can you use glycolic acid during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1423,can you drink green tea while pregnant?,pregnancy,Binary Question,neutral_reformulation
1424,can you take ibuprofen during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1425,can you have diarrhea when pregnant?,pregnancy,Binary Question,neutral_reformulation
1426,can pregnant women fly?,pregnancy,Binary Question,neutral_reformulation
1427,can you drink coffee while pregnant?,pregnancy,Binary Question,neutral_reformulation
1428,can you dye your hair while pregnant?,pregnancy,Binary Question,neutral_reformulation
1429,can you lose weight while pregnant?,pregnancy,Binary Question,neutral_reformulation
1430,can you paint while pregnant?,pregnancy,Binary Question,neutral_reformulation
1431,can you take prenatal vitamins if not pregnant?,pregnancy,Binary Question,neutral_reformulation
1432,can you travel while pregnant?,pregnancy,Binary Question,neutral_reformulation
1433,can you take lexapro during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1434,can you take macrobid in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1435,can you take magnesium in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1436,can you take melatonin during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1437,does mild cramping occur in early pregnancy?,pregnancy,Binary Question,neutral_reformulation
1438,can you take miralax during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1439,can pregnant women use peppermint oil?,pregnancy,Binary Question,neutral_reformulation
1440,can you drink peppermint tea during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1441,does pineapple affect pregnant women?,pregnancy,Binary Question,neutral_reformulation
1442,can you take promethazine in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1443,can you take ranitidine during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1444,can you take robitussin dm in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1445,can you take sertraline in pregnancy?,pregnancy,Binary Question,neutral_reformulation
1446,can shingles affect pregnant women?,pregnancy,Binary Question,neutral_reformulation
1447,can you eat shrimp during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1448,does spotting occur during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1449,can you take sudafed during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1450,can you take tamiflu during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1451,can you eat tuna during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1452,can you take tylenol during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1453,can you take wellbutrin during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1454,can you take zofran during pregnancy?,pregnancy,Binary Question,neutral_reformulation
1455,are walkers good for babies?,babycare,Binary Question,reformulation_by_opposite_sentiment_valence
1456,is aquaphor unsafe for babies face?,babycare,Binary Question,reformulation_by_opposite_sentiment_valence
1457,is aquaphor unsafe for babies lips?,babycare,Binary Question,reformulation_by_opposite_sentiment_valence
1458,is orajel unsafe for babies?,babycare,Binary Question,reformulation_by_opposite_sentiment_valence
1459,is regular aquaphor unsafe for babies?,babycare,Binary Question,reformulation_by_opposite_sentiment_valence
1460,are cramps abnormal during early pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1461,are essential oils unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1462,are headaches abnormal in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1463,are probiotics unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1464,are tums unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1465,is albuterol unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1466,is aspirin unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1467,is augmentin unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1468,is buscopan unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1469,is cream cheese unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1470,is decaf coffee unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1471,is discharge abnormal during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1472,is dramamine unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1473,is gaviscon unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1474,is ginger bad for pregnant women?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1475,is ginger tea unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1476,is glycolic acid unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1477,is green tea unsafe while pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1478,is ibuprofen unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1479,is it abnormal to have diarrhea when pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1480,is it unsafe for pregnant women to fly?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1481,is it unsafe to drink coffee while pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1482,is it unsafe to dye hair while pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1483,is it unsafe to lose weight while pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1484,is it unsafe to paint while pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1485,is it unsafe to take prenatal if not pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1486,is it unsafe to travel while pregnant?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1487,is lexapro unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1488,is macrobid unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1489,is magnesium unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1490,is melatonin unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1491,is mild cramping abnormal in early pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1492,is miralax unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1493,is peppermint oil unsafe for pregnant women?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1494,is peppermint tea unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1495,is pineapple bad for pregnant women?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1496,is promethazine unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1497,is ranitidine unsafe during pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1498,is robitussin dm unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1499,is sertraline unsafe in pregnancy?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
1500,is shingles safe for pregnant women?,pregnancy,Binary Question,reformulation_by_opposite_sentiment_valence
